#  Timestep    No_Moles    No_Specs  O1296Si648
#  Timestep    No_Moles    No_Specs  O1296Si648
      14050           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14055           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14060           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14065           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14070           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14075           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14080           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14085           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14090           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14095           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14100           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14105           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14110           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14115           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14120           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14125           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14130           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14135           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14140           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14145           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14150           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14155           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14160           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14165           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14170           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14175           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14180           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14185           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14190           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14195           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14200           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14205           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14210           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14215           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14220           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14225           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14230           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14235           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14240           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14245           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14250           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14255           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14260           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14265           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14270           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14275           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14280           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14285           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14290           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14295           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14300           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14305           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14310           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14315           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14320           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14325           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14330           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14335           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14340           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14345           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14350           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14355           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14360           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14365           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14370           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14375           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14380           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14385           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14390           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14395           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14400           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14405           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14410           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14415           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14420           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14425           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14430           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14435           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14440           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14445           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14450           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14455           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14460           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14465           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14470           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14475           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14480           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14485           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14490           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14495           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14500           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14505           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14510           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14515           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14520           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14525           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14530           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14535           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14540           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14545           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14550           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14555           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14560           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14565           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14570           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14575           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14580           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14585           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14590           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14595           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14600           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14605           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14610           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14615           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14620           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14625           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14630           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14635           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14640           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14645           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14650           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14655           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14660           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14665           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14670           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14675           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14680           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14685           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14690           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14695           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14700           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14705           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14710           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14715           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14720           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14725           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14730           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14735           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14740           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14745           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14750           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14755           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14760           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14765           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14770           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14775           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14780           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14785           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14790           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14795           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14800           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14805           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14810           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14815           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14820           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14825           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14830           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14835           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14840           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14845           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14850           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14855           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14860           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14865           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14870           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14875           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14880           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14885           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14890           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14895           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14900           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14905           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14910           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14915           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14920           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14925           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14930           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14935           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14940           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14945           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14950           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14955           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14960           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14965           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14970           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14975           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14980           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14985           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14990           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      14995           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15000           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15005           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15010           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15015           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15020           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15025           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15030           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15035           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15040           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15045           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15050           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15055           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15060           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15065           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15070           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15075           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15080           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15085           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15090           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15095           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15100           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15105           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15110           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15115           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15120           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15125           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15130           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15135           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15140           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15145           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15150           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15155           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15160           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15165           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15170           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15175           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15180           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15185           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15190           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15195           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15200           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15205           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15210           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15215           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15220           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15225           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15230           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15235           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15240           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15245           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15250           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15255           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15260           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15265           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15270           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15275           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15280           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15285           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15290           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15295           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15300           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15305           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15310           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15315           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15320           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15325           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15330           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15335           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15340           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15345           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15350           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15355           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15360           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15365           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15370           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15375           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15380           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15385           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15390           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15395           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15400           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15405           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15410           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15415           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15420           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15425           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15430           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15435           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15440           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15445           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15450           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15455           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15460           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15465           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15470           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15475           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15480           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15485           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15490           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15495           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15500           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15505           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15510           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15515           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15520           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15525           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15530           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15535           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15540           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15545           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15550           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15555           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15560           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15565           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15570           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15575           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15580           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15585           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15590           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15595           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15600           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15605           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15610           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15615           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15620           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15625           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15630           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15635           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15640           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15645           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15650           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15655           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15660           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15665           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15670           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15675           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15680           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15685           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15690           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15695           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15700           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15705           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15710           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15715           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15720           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15725           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15730           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15735           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15740           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15745           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15750           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15755           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15760           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15765           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15770           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15775           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15780           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15785           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15790           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15795           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15800           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15805           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15810           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15815           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15820           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15825           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15830           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15835           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15840           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15845           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15850           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15855           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15860           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15865           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15870           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15875           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15880           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15885           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15890           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15895           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15900           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15905           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15910           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15915           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15920           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15925           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15930           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15935           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15940           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15945           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15950           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15955           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15960           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15965           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15970           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15975           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15980           1           1           1
#  Timestep    No_Moles    No_Specs  O1296Si648
      15985           1           1           1
