LAMMPS data file via write_data, version 27 Jun 2024, timestep = 350000, units = metal

1944 atoms
2 atom types

-0.31865008146723106 31.19701664882096 xlo xhi
0.4200615588633685 30.458305008483126 ylo yhi
2.13613560174176 28.742230965555066 zlo zhi

Masses

1 28.0855
2 15.9994

Atoms # full

1335 149 1 1.1 2.4435619271163236 5.510026567964137 4.624885352571436 1 0 0
1691 188 2 -0.55 1.6675612290092352 4.0719375722471955 4.4472603687322 -1 -1 -1
1059 118 2 -0.55 2.9637728072043177 4.69970005136025 8.292224411201946 0 0 1
904 101 2 -0.55 2.5097582008096304 2.0910715921300946 8.092628064971768 0 1 0
991 111 1 1.1 3.6119607355790126 3.2219200356451925 8.01708755310439 1 0 0
593 66 2 -0.55 4.2694140145578166 2.5757839198162213 3.966232498317164 1 1 0
1007 112 2 -0.55 4.632955491579064 2.8221807476920513 9.188043314956634 0 -1 1
271 31 1 1.1 4.751741150286945 3.659544287351508 5.086333272026656 -1 0 0
289 33 1 1.1 1.0816992186405785 2.776005769379455 5.202620062581765 1 1 1
1665 185 2 -0.55 1.799934988765969 1.4551732780630644 5.759541553562849 0 1 1
1782 198 2 -0.55 3.9672798120098127 5.060895628267438 4.797934105346346 0 0 0
304 34 2 -0.55 4.332448214585067 3.058286964712846 6.534089052233139 1 0 -2
1459 163 1 1.1 2.322808608586726 5.5749610982355025 9.45167762275912 0 -1 1
64 8 1 1.1 5.181704561353206 1.6373705966628722 10.155343140857166 1 0 0
1271 142 1 1.1 4.795591129847809 1.129960156902474 3.6253083443410183 1 2 0
85 10 2 -0.55 0.654707706631002 3.4518093346389365 6.621971611757708 0 -1 1
1586 177 1 1.1 1.9578731113271286 0.8530272089304327 7.264811844249752 1 1 0
785 88 1 1.1 -0.017754104005789806 1.4088801153367223 2.892477593963376 1 1 1
1682 187 2 -0.55 5.7550993757536855 6.095068388749301 9.96481961079759 -1 0 2
1570 175 2 -0.55 -0.0940701959268666 2.152837502615148 4.326672778221255 1 0 1
1482 165 2 -0.55 2.0199227269825064 6.293924720340526 5.922765255295671 1 1 1
1152 128 2 -0.55 2.1215223698806005 4.716538671285049 10.726542817698387 1 -1 1
