# Time-averaged data for fix at2
# TimeStep f_mysf1[1] f_mysf2[1]
42100 1.18889 0.505228
42200 -0.596497 1.01835
42300 0.166686 0.160241
42400 -1.22899 0.702689
42500 -0.504948 0.311407
42600 0.986846 -0.128628
42700 1.00683 -0.274766
42800 0.233263 -0.704882
42900 0.171893 0.0874563
43000 -1.29289 -1.45444
43100 0.166609 -0.311533
43200 1.67602 -0.283596
43300 1.02555 1.42425
43400 0.165955 -1.20987
43500 -0.809572 -0.253661
43600 -0.0727789 -0.606255
43700 -0.428157 -0.119918
43800 0.473511 1.42986
43900 -0.507178 -0.133408
44000 -1.19369 -0.321451
44100 -0.0797646 -0.60597
44200 1.69828 0.732238
44300 -0.0916482 -1.02161
44400 0.102724 1.06145
44500 -0.517596 -1.12305
44600 -0.0857793 -0.103448
44700 1.94487 -1.37283
44800 1.13022 -0.0209162
44900 -1.73956 0.865113
45000 0.623495 -0.772921
45100 0.389986 -0.194638
45200 -0.00817128 -0.221548
45300 -1.00292 0.459984
45400 0.89001 1.9105
45500 -0.129349 -0.211632
45600 0.0794323 0.0552312
45700 -0.675311 -0.640821
45800 -0.269733 -1.39958
45900 0.891165 0.674425
46000 1.76765 -0.197847
46100 0.753195 -0.393843
46200 -1.77756 0.510018
46300 0.51515 -0.184575
46400 0.549727 -1.91482
46500 0.68361 -0.123829
46600 0.711765 1.57128
46700 -0.709742 0.364543
46800 -1.47082 -1.6589
46900 -0.136163 0.261971
47000 0.291996 -0.0588895
47100 0.449468 0.27423
47200 -0.670042 1.28169
47300 -0.26937 -0.572999
47400 1.37271 -1.66953
47500 -0.279405 0.0779242
47600 0.0248489 0.177829
47700 -0.139081 -0.365997
47800 0.279318 -0.492957
47900 1.12254 -0.975776
48000 0.969246 -0.96397
48100 -1.16382 -0.52452
48200 0.702147 1.97156
48300 0.23592 1.13212
48400 -1.16387 0.366438
48500 0.830206 -1.11509
48600 0.0811662 -0.200547
48700 -1.76767 0.81464
48800 0.0729922 -0.34768
48900 1.88832 -0.63244
49000 1.43312 -1.5171
49100 -0.984752 2.29039
49200 -0.301599 -0.0459807
49300 1.03751 -0.875085
49400 1.04584 -1.33972
49500 1.07429 -0.533163
49600 -1.10674 0.8949
49700 -1.55277 -0.0578941
49800 0.0506031 -0.618964
49900 1.29539 -0.933655
50000 -0.0332334 2.43308
50100 -0.571445 0.907783
50200 -0.423781 -0.859601
50300 0.457457 -0.874338
50400 -0.443864 -0.688174
50500 0.944238 -0.0287414
50600 -1.18539 0.452898
50700 1.21723 -0.928141
50800 0.690611 -1.30973
50900 -0.507553 0.00155484
51000 -1.11954 -0.256165
51100 0.883744 -0.0870228
51200 1.72044 -0.411426
51300 0.146458 -0.00497347
51400 -0.933764 0.507827
51500 -0.545607 0.670318
51600 1.1161 -0.0902013
51700 -0.313184 -0.867826
51800 -1.64444 -1.08401
51900 0.843901 1.80022
52000 1.56072 0.416397
52100 0.960602 -0.305933
52200 -0.555944 0.0595496
52300 0.288252 0.471935
52400 0.0147058 -0.261359
52500 0.10054 -1.35401
52600 1.29439 -0.292544
52700 0.370401 -0.39351
52800 -1.32346 1.14365
52900 0.807616 0.0912405
53000 -0.138657 -1.65241
53100 -0.27924 0.587876
53200 -0.181284 1.3044
53300 1.27795 -0.479244
53400 -0.209891 -0.490021
53500 -0.759494 -0.354685
53600 -0.744125 -1.12345
53700 0.277107 -0.13294
53800 -0.608895 0.183957
53900 1.07055 -0.00351657
54000 0.19252 -1.51163
54100 0.249117 0.572282
54200 0.337333 -0.973327
54300 1.12426 0.264473
54400 -1.72327 0.743207
54500 -0.49519 -0.218286
54600 0.0522276 -0.861786
54700 1.16639 -0.690576
54800 -0.361004 0.150576
54900 0.487756 1.18611
55000 0.213724 0.925025
55100 0.308895 -0.514602
55200 0.0143523 -0.519566
55300 1.23778 0.642465
55400 -0.527943 -0.540237
55500 0.9064 -0.932256
55600 -0.152448 0.637235
55700 0.0443366 -0.24865
55800 0.425034 -0.391256
55900 -0.274734 0.983476
56000 -0.558561 -0.682178
56100 2.09017 -0.213527
56200 1.25281 -0.549341
56300 -1.11372 1.87004
56400 -0.792408 -0.535246
56500 -0.965144 -0.568082
56600 -0.223153 -0.812258
56700 0.395071 -0.291955
56800 0.862356 -1.08273
56900 -0.0115982 1.73917
57000 -0.360113 -0.969304
57100 0.205774 -1.7702
57200 -0.444438 0.0761737
57300 0.443158 1.42352
57400 0.517779 0.652595
57500 -0.861899 -1.44731
57600 -0.0956973 -2.0005
57700 0.0307014 -0.375874
57800 0.743477 0.830344
57900 -0.631883 0.981849
58000 0.822684 0.513131
58100 0.402695 -1.04455
58200 -0.327837 -0.0332183
58300 0.545229 0.310163
58400 1.05301 0.491376
58500 -0.133699 -0.136116
58600 -1.13044 -0.595376
58700 -0.440069 0.185588
58800 1.33102 -0.564663
58900 1.39629 -0.193331
59000 0.791014 1.61434
59100 0.115359 0.457137
59200 -0.165012 -1.24179
59300 -0.745218 -0.689536
59400 0.166689 0.598101
59500 0.842948 -0.199226
59600 -0.586954 -0.0481792
59700 -0.20499 -0.474208
59800 -0.370905 -1.26675
59900 0.204685 -0.31195
60000 0.415162 1.3292
60100 0.278731 0.871599
60200 0.0461037 -0.718746
60300 0.0350323 -1.25985
60400 -0.518641 0.494103
60500 -0.909763 -0.679363
60600 0.153485 -1.93198
60700 0.712466 0.22088
60800 0.902454 1.69608
60900 -1.85602 -1.71608
61000 -0.63367 -0.529342
61100 2.95407 0.802952
61200 0.50196 0.87731
61300 -1.13494 -0.305988
61400 -0.151872 -0.286157
61500 0.473295 -0.463076
61600 0.611416 -0.505984
61700 -0.788755 -0.260561
61800 0.0333643 -0.0629688
61900 -0.0528765 1.02485
62000 1.41126 0.201703
62100 1.35847 -0.805874
62200 0.611921 0.824709
62300 -0.758698 0.139425
62400 0.543093 -0.346857
62500 -0.13225 0.124639
62600 -1.3538 -0.389467
62700 -0.0640941 -0.879639
62800 1.07633 0.309672
62900 0.739644 0.0123919
63000 0.503566 -0.403238
63100 -0.424176 0.982489
63200 0.896183 0.449734
63300 -0.985532 -0.451497
63400 -0.309943 -1.58939
63500 -0.693922 -0.614144
63600 1.43032 0.282897
63700 0.897862 -1.01134
63800 -0.866982 0.242781
63900 -1.80101 -0.22017
64000 0.256446 -0.932187
64100 1.56597 0.690833
64200 0.580581 1.05823
64300 0.445296 -1.00671
64400 -0.537029 -1.00936
64500 -1.22838 -0.72998
64600 0.399091 -0.317644
64700 -0.340195 1.41418
64800 0.496057 -0.563984
64900 0.924915 0.476948
65000 0.245017 -0.662421
65100 0.619763 -0.45577
65200 0.572528 1.06224
65300 0.588723 1.25311
65400 -0.712938 0.0959435
65500 -0.451794 -1.29789
65600 0.344246 -2.03838
65700 0.508848 0.0345797
65800 0.964972 0.72494
65900 0.645635 0.776671
66000 -0.299465 -0.0307712
66100 -0.877462 1.1741
66200 0.113556 -0.917915
66300 1.50547 -0.366386
66400 0.879475 -0.151942
66500 -0.892886 -0.794636
66600 -1.04222 -0.758487
66700 -1.48113 0.39061
66800 0.0250304 -0.0131123
66900 1.05144 -1.19799
67000 1.45815 -0.20951
67100 0.91456 1.70366
67200 -0.594506 -0.620796
67300 -0.438447 -1.10722
67400 -0.343222 -0.296793
67500 -0.659407 -0.565417
67600 -0.541788 0.21426
67700 0.270495 -0.0987658
67800 0.394203 -1.2751
67900 1.11907 -0.338196
68000 1.33582 -0.023907
68100 -1.00396 2.06837
68200 0.423668 0.229007
68300 0.377061 0.74515
68400 0.18089 -2.34704
68500 -0.214978 -0.789046
68600 0.0788865 0.535205
68700 0.103077 0.730094
68800 0.858245 -0.394935
68900 -0.157561 1.57181
69000 0.0622294 -0.220374
69100 0.553941 -0.0162499
69200 1.32852 -1.32502
69300 1.41251 0.210838
69400 -0.985964 0.754005
69500 -0.496977 -0.825127
69600 -1.22575 -0.979035
69700 -0.276595 0.154894
69800 0.558569 -0.242163
69900 0.819451 0.196854
70000 0.833 -0.198397
70100 0.719901 0.271353
70200 -1.54196 -1.36902
70300 -1.11931 -0.386029
70400 -1.00417 0.224259
70500 1.61453 0.354335
70600 1.16199 -1.92321
70700 -0.395449 -0.351216
70800 -1.28262 -0.548635
70900 -0.110371 -0.831948
71000 1.57527 0.526981
71100 0.463579 2.45264
71200 0.121911 -0.0393127
71300 -0.800926 -0.581987
71400 0.538174 -1.44277
71500 0.428819 -1.21218
71600 -1.14733 0.579352
71700 0.902554 0.951665
71800 0.987858 0.841263
71900 -0.118475 -0.752925
72000 1.60081 0.772317
72100 0.737389 -0.67918
72200 0.0574484 0.501245
72300 0.213285 0.356827
72400 0.581282 -1.74239
72500 -0.647158 -0.500859
72600 -1.2852 0.966503
72700 -1.13034 0.45702
72800 2.26531 -0.635867
72900 1.50498 -0.497204
73000 -1.08041 0.742674
73100 0.329197 -1.08677
73200 -0.330888 0.441269
73300 0.44475 0.0439217
73400 -1.20473 -0.59929
73500 0.301279 -0.991284
73600 -1.48258 -0.490917
73700 0.559088 -1.08879
73800 1.35185 -0.296758
73900 1.01359 -0.680864
74000 -0.617087 -0.076914
74100 0.593047 1.21258
74200 -0.366849 -0.305672
74300 -0.669133 0.0806897
74400 0.257455 0.0398861
74500 0.40654 -0.384101
74600 -0.664469 -1.27378
74700 0.353433 -0.650013
74800 0.985949 1.34586
74900 -0.0193416 1.01765
75000 0.593625 0.30843
75100 0.691642 0.4097
75200 0.257171 -1.50968
75300 -0.482088 -0.865939
75400 0.823471 0.314221
75500 0.768286 -0.817235
75600 0.053249 0.0250807
75700 0.0230348 0.849046
75800 -0.0753577 -0.543088
75900 0.650028 -0.14605
76000 0.905443 1.10299
76100 -0.177733 0.0218512
76200 -0.656469 -1.02519
76300 -0.52494 -0.461864
76400 0.581047 0.46185
76500 0.0509844 0.430305
76600 -0.791484 -0.851963
76700 1.90882 -0.0729659
76800 0.312998 -0.396985
76900 -0.521742 -1.81341
77000 -0.210004 -1.66571
77100 -1.01012 0.938968
77200 1.31056 1.12025
77300 0.152671 0.840504
77400 -0.0146034 -1.4968
77500 -0.38523 -0.189538
77600 -0.350769 -1.15202
77700 -0.0836933 -0.781334
77800 0.581699 -0.165451
77900 -0.565378 1.75066
78000 1.04815 -0.118443
78100 -0.592097 -0.544965
78200 0.446319 0.651355
78300 0.458086 -0.851954
78400 1.60821 -0.404151
78500 1.12478 0.969341
78600 -0.644021 -0.46794
78700 0.10344 -2.70416
78800 0.280759 0.752292
78900 -0.264171 1.99103
79000 0.55923 1.29051
79100 0.900719 -0.787389
79200 2.38225 -0.070519
79300 -2.05903 -0.411382
79400 -1.14172 -0.661603
79500 0.56451 1.30685
79600 0.572334 -0.657913
79700 -0.0145334 -0.980895
79800 -1.95982 -0.852491
79900 0.599255 -1.22209
80000 1.54261 -0.106846
80100 0.729168 0.176324
80200 0.730881 0.242277
80300 -1.36264 0.0395487
80400 -0.00399684 -0.583624
80500 -1.46758 -0.262279
80600 -0.248164 -2.65261
80700 0.822196 0.65793
80800 -0.212182 -0.0764974
80900 0.027283 0.292799
81000 -0.00167884 -0.0481596
81100 1.0261 -1.06977
81200 0.202002 2.3366
81300 1.75856 0.969817
81400 -0.59337 -1.11856
81500 -1.04418 -1.59372
81600 0.322356 -0.179344
81700 0.878748 -0.898362
81800 1.05855 0.216895
81900 -0.442294 1.4391
82000 1.44575 1.66253
82100 0.709021 -0.637602
82200 -0.484563 -0.391233
82300 1.42844 -0.892841
82400 -0.082236 1.14287
82500 -0.0789689 -0.197252
82600 -0.114032 -0.308576
82700 -0.243692 -0.792309
82800 -1.50756 -0.890636
82900 0.765629 0.178423
83000 0.767706 -0.473488
83100 1.41123 1.3869
83200 0.996142 -0.643141
83300 -0.93443 -0.692221
83400 -1.31648 -0.577047
83500 -0.461896 -1.75735
83600 -0.127776 -1.08664
83700 -0.0447322 -0.20429
83800 0.0733289 -0.0560777
83900 0.0530945 0.808296
84000 -1.09872 -1.17616
84100 0.483023 -0.182258
84200 0.905414 0.701384
84300 0.8515 1.08972
84400 1.13664 0.476492
84500 -1.4792 -2.0387
84600 0.752103 -2.29987
84700 -0.670618 0.0733683
84800 0.332823 1.32278
84900 1.83479 1.66506
85000 1.06158 -0.893942
85100 0.47712 0.632885
85200 -0.035302 -0.297135
85300 -0.490841 -0.396634
85400 1.84979 0.977737
85500 -0.0905621 0.466126
85600 0.242994 0.841882
85700 -1.65541 -1.21755
85800 0.165743 -0.846957
85900 0.342972 -0.639229
86000 2.11063 1.22617
86100 1.3181 -0.657515
86200 -0.609317 -0.17759
86300 -1.31146 -0.547539
86400 -0.492922 -1.14094
86500 1.27403 -0.917647
86600 -0.156307 -0.149032
86700 -0.82504 0.230647
86800 0.0484523 -1.72595
86900 -1.42771 0.0408866
87000 -1.07295 0.055934
87100 0.826211 -0.0117335
87200 1.29374 0.80181
87300 0.186254 0.0723277
87400 -0.14297 0.358923
87500 -0.0625037 -3.08635
87600 0.133475 -0.462003
87700 0.323879 0.856459
87800 -0.445137 -0.633606
87900 -0.192215 -0.333207
88000 2.81562 0.324827
88100 1.80195 0.62112
88200 -0.329154 0.452032
88300 0.205578 1.19868
88400 0.244299 -0.433394
88500 0.0967747 0.49791
88600 0.0229669 -0.182954
88700 0.434276 -1.39485
88800 0.663197 -0.473937
88900 -1.23704 1.39218
89000 0.816852 -0.152511
89100 1.05294 0.231347
89200 0.488688 0.879519
89300 -1.51079 -0.560668
89400 1.23425 -1.12332
89500 0.765035 -2.34625
89600 0.327179 0.0961871
89700 -1.6281 -0.0306244
89800 -0.487097 0.384588
89900 -1.07051 -1.61088
90000 1.12844 -0.477184
90100 -0.250535 -0.491592
90200 0.993188 -0.921615
90300 -0.137245 1.47742
90400 -0.0756331 -0.887058
90500 -0.98753 0.232966
90600 -0.888952 -0.868427
90700 -0.402406 -1.19022
90800 1.85054 0.359849
90900 1.85857 -0.28228
91000 0.186615 -0.207964
91100 -0.309848 -0.134933
91200 -0.501996 1.64417
91300 -0.169492 0.639236
91400 1.4309 0.765668
91500 0.883683 -0.922526
91600 0.648422 -0.706823
91700 0.18632 -0.0900968
91800 1.13349 -0.363808
91900 -0.627031 0.128873
92000 0.36037 2.58133
92100 -0.218251 0.129701
92200 1.05775 -1.82065
92300 -0.422908 -0.846571
92400 0.562029 0.593722
92500 0.0440705 -0.48917
92600 0.0247899 -0.545527
92700 -0.132041 -0.836246
92800 -1.14895 0.409381
92900 0.0999407 -0.982759
93000 1.30102 -0.64465
93100 -1.1277 -0.730558
93200 0.176546 0.197903
93300 0.307985 -0.772847
93400 -1.04221 0.044902
93500 -0.984849 0.259947
93600 -0.137481 0.0884176
93700 0.838975 -0.861707
93800 0.246619 -0.0310399
93900 0.721189 -1.35573
94000 0.851032 -0.498298
94100 0.791863 -0.377603
94200 0.0314381 0.224381
94300 0.217465 0.780014
94400 0.825343 0.761747
94500 0.381847 0.535457
94600 -0.0363951 -1.19682
94700 2.21204 -0.234406
94800 -0.634829 -0.146135
94900 -0.525188 -0.400805
95000 -0.52437 1.6789
95100 -0.761512 1.16303
95200 2.63236 -0.595084
95300 -0.100603 0.78593
95400 0.246704 -0.582114
95500 1.59298 -1.14419
95600 -0.51498 -0.0381621
95700 0.0325286 -1.03208
95800 -0.817181 -1.4972
95900 -0.434446 0.738324
96000 1.22382 -0.944697
96100 0.536225 -0.324277
96200 0.136578 -0.782098
96300 -0.694381 -0.664236
96400 -1.14887 1.01072
96500 -0.0417769 0.505084
96600 -2.0832 -0.422391
96700 -0.791947 -0.657649
96800 0.698571 -0.559602
96900 0.228884 -0.327137
97000 1.00699 -1.87687
97100 0.70023 -1.21542
97200 1.03268 -0.210572
97300 0.498386 1.62517
97400 0.809339 0.381423
97500 -0.477265 -0.943172
97600 1.94788 -0.983396
97700 0.224587 1.48866
97800 0.20997 -0.0722536
97900 -0.218667 0.204946
98000 -0.247829 -0.042445
