# Time-averaged data for fix at2
# TimeStep f_mysf1[1] f_mysf2[1]
98100 -0.147198 1.82826
98200 0.332769 2.30246
98300 -0.4388 -0.0669913
98400 1.11401 -1.34274
98500 1.83972 0.777614
98600 0.717822 -1.17678
98700 -0.851834 -2.51596
98800 0.740701 0.0856964
98900 -0.201933 1.11735
99000 -0.272 -1.76946
99100 0.100493 -1.65796
99200 0.377977 -0.416947
99300 0.547861 0.836417
99400 -0.726349 -0.17295
99500 -1.03117 -0.266983
99600 -1.63788 -1.25326
99700 -1.26434 1.62956
99800 0.433341 -1.00632
99900 0.12632 -1.33102
100000 1.60006 0.199368
100100 -0.266957 -0.772639
100200 -0.100742 0.089311
100300 -0.0154682 -0.677219
100400 0.723827 -0.132294
100500 1.43297 0.372668
100600 2.01392 -0.53528
100700 0.148447 0.22739
100800 -0.769774 -0.122689
100900 -0.398563 0.529943
101000 0.358672 -0.165296
101100 0.730109 0.700402
101200 0.692253 1.07524
101300 -0.499479 0.548467
101400 1.14426 -0.428024
101500 -0.195698 0.41049
101600 0.804848 0.308133
101700 0.171201 0.667325
101800 -0.378338 -1.28562
101900 0.188532 -1.1174
102000 1.12741 -1.42272
102100 1.16053 -0.396795
102200 0.509564 -0.973685
102300 -1.14101 0.67545
102400 -0.197258 0.53593
102500 -1.88698 -0.782067
102600 1.49882 -0.759741
102700 -1.39215 -0.201701
102800 0.197915 -0.479223
102900 0.0526689 0.229917
103000 -0.744441 -1.20828
103100 -1.14375 -0.066613
103200 -0.726231 1.00646
103300 0.980952 -1.1978
103400 2.61846 -2.0088
103500 0.608317 0.178331
103600 0.912955 -0.0799285
103700 -0.507156 -0.182568
103800 0.746981 0.908691
103900 0.0421294 0.712338
104000 -0.919035 -0.840463
104100 1.45744 1.52572
104200 0.00360943 0.0882237
104300 -0.156486 -0.980653
104400 0.800877 0.26217
104500 1.22462 1.00029
104600 -0.724626 0.549962
104700 0.147142 1.42832
104800 0.473366 -0.454989
104900 1.9702 -1.05167
105000 1.19667 -2.56787
105100 0.505504 -0.0750421
105200 -1.24858 -0.389898
105300 -0.886717 0.114196
105400 -0.931672 -0.0346277
105500 -0.00256022 -0.272117
105600 0.889323 -0.392814
105700 0.436298 -0.207562
105800 -0.672106 -0.798982
105900 -1.02496 0.352943
106000 -0.130773 0.184977
106100 -0.4161 -0.958018
106200 -0.312471 -0.61039
106300 -1.43694 -0.263854
106400 0.771943 -1.96406
106500 1.23711 0.167377
106600 0.937511 -1.72743
106700 0.621156 0.438598
106800 1.64482 1.21642
106900 -1.01912 0.728802
107000 1.05569 0.51764
107100 -0.470516 -0.451338
107200 0.713192 -1.4798
107300 0.455886 1.10835
107400 -0.53268 1.48332
107500 -0.17156 -0.405581
107600 0.637655 -0.40897
107700 0.880955 1.78816
107800 0.646329 1.10734
107900 1.07825 -0.651269
108000 1.19614 -0.917862
108100 0.238633 -0.168089
108200 0.615175 -0.82262
108300 0.111918 -1.67508
108400 -1.37492 0.514376
108500 -0.373244 -0.559954
108600 0.837565 -0.957782
108700 -0.368496 -0.187382
108800 -1.13026 -0.0596422
108900 0.501789 0.577105
109000 -0.426505 -0.272899
109100 -0.92051 -0.250292
109200 -0.599155 -0.704561
109300 -0.499538 -0.184493
109400 0.0528234 -1.35917
109500 -0.860657 -1.24481
109600 1.35377 -1.34978
109700 1.2752 -1.52002
109800 1.03163 1.83306
109900 -0.354096 1.02583
110000 0.271569 -0.381308
110100 0.981132 -0.409165
110200 0.987446 0.0518942
110300 -1.09625 -0.32371
110400 0.621474 -0.781141
110500 -0.865967 2.60452
110600 -0.355693 1.81677
110700 0.798318 0.174129
110800 1.18205 -0.551156
110900 1.81915 0.173793
111000 0.0703592 0.261395
111100 1.32906 0.00174669
111200 1.33511 -2.05555
111300 -0.397169 -1.1034
111400 -1.08836 1.30882
111500 0.494536 -0.75793
111600 -0.324165 -1.23544
111700 1.08007 -0.434686
111800 -0.597564 0.464347
111900 0.0493156 -0.303409
112000 -1.55552 0.915371
112100 0.20416 0.0753736
112200 0.114278 -0.646105
112300 -1.07441 -1.27044
112400 -1.53629 -1.21103
112500 -0.379463 -0.333018
112600 1.6855 -1.66359
112700 1.46739 -0.296255
112800 -0.161401 -0.268158
112900 -0.564061 0.649153
113000 1.90919 0.804868
113100 0.781152 -0.522811
113200 -0.188471 -1.26947
113300 -0.362891 -0.803383
113400 -0.938089 0.811599
113500 -0.361857 1.48111
113600 0.667707 -0.310356
113700 1.14961 0.175816
113800 1.07222 1.16284
113900 -0.120083 1.50762
114000 0.557886 -0.462093
114100 1.57502 -0.596079
114200 0.598848 -1.03127
114300 0.382479 0.465991
114400 0.174106 -0.619908
114500 0.988759 -0.894053
114600 -1.35589 -0.821144
114700 0.725049 -0.409998
114800 -0.0341089 0.85014
114900 0.0760435 0.798363
115000 0.565662 0.0177314
115100 -0.462429 -0.511065
115200 -0.8766 -0.290552
115300 -0.467414 -0.974319
115400 -1.04851 -0.258879
115500 -0.280254 -0.802956
115600 0.120443 0.0651541
115700 0.784857 -1.20792
115800 -1.71165 -2.78828
115900 1.60174 0.203751
116000 1.56657 0.807891
116100 0.0681091 0.320457
116200 0.370769 -0.505062
116300 0.489333 -0.737807
116400 -1.73349 0.14875
116500 -0.22462 -0.776747
116600 -0.402092 0.837773
116700 2.53585 0.515651
116800 -0.401899 0.750325
116900 -0.524162 0.31668
117000 -0.275915 0.546545
117100 1.34338 -0.441771
117200 2.429 1.33025
117300 1.27547 -0.0945099
117400 0.619172 -0.165248
117500 -0.455755 -0.552059
117600 -1.07343 -0.0821293
117700 0.349785 -1.88208
117800 0.689584 0.572668
117900 1.464 0.34152
118000 0.204614 0.333015
118100 -1.24146 0.6596
118200 -0.351419 -1.47278
118300 -0.907306 0.235858
118400 -0.528396 0.394006
118500 1.3413 -0.0869243
118600 -1.31852 -1.04003
118700 -0.828023 -1.97383
118800 -0.315724 -0.920686
118900 -0.370139 -1.38642
119000 1.48132 -0.392344
119100 0.622352 0.914357
119200 0.45378 1.09923
119300 0.0435523 -1.96933
119400 -0.426642 -2.24155
119500 -0.368894 0.547716
119600 0.368869 1.00097
119700 1.66177 1.67425
119800 -1.88078 0.659378
119900 -0.743351 -0.779101
120000 0.532267 -1.36193
120100 1.26965 1.05963
120200 1.89518 1.55547
120300 2.14012 0.772555
120400 0.415096 0.309034
120500 -1.07173 -1.24569
120600 -0.80182 -0.589389
120700 0.554863 -1.27558
120800 2.18898 0.308408
120900 0.950729 0.662844
121000 -0.117265 -0.949481
121100 -0.4939 0.484564
121200 -0.994629 -0.489102
121300 -0.585746 0.582653
121400 0.571558 0.348158
121500 0.896107 1.40985
121600 -0.439402 -1.47234
121700 -1.74801 -1.97427
121800 -0.926838 -2.16596
121900 -0.630221 -0.631849
122000 0.717902 0.517782
122100 0.111744 1.40554
122200 2.13586 -0.426938
122300 0.261846 -1.05142
122400 -0.132222 -2.35507
122500 0.284061 0.458355
122600 -0.629923 -0.454882
122700 -1.08274 0.420092
122800 0.815781 0.79474
122900 -0.400901 -0.110661
123000 -1.33863 -1.23947
123100 0.124776 0.856383
123200 1.14424 1.9924
123300 3.58852 1.22989
123400 0.524608 0.459984
123500 -0.215758 -1.5866
123600 -0.321924 0.371228
123700 -0.121724 -0.648748
123800 1.68523 -0.40437
123900 0.38582 -1.11788
124000 1.24357 0.542397
124100 0.0045811 0.176756
124200 -0.417302 -0.459744
124300 -0.815507 -0.3957
124400 0.368133 1.11186
124500 1.19417 2.81908
124600 0.572518 -0.793124
124700 -1.81142 -0.932391
124800 -1.81573 -1.89832
124900 -0.424565 -1.70892
125000 0.515629 0.354408
125100 -0.681789 -1.87695
125200 1.46651 0.833493
125300 0.962118 0.0874892
125400 -0.212334 -1.67539
125500 -0.512738 -1.82861
125600 -0.0372529 0.661758
125700 2.80158 0.0511221
125800 -0.413744 -0.0312051
125900 -2.42833 -0.250072
126000 -2.53816 -0.649406
126100 0.000487078 0.16469
126200 0.855807 0.502185
126300 1.69164 0.378204
126400 1.75331 1.94768
126500 0.103529 1.29849
126600 -0.874527 0.507814
126700 1.02943 -2.70856
126800 0.769767 -1.07852
126900 2.19909 1.77679
127000 0.47301 0.453903
127100 -0.36558 -1.65952
127200 0.216431 -1.50213
127300 0.810451 -0.201225
127400 -0.290061 1.97985
127500 -0.194314 1.49192
127600 0.334672 0.985055
127700 0.608353 -0.154674
127800 0.189661 0.106908
127900 -1.02722 -1.70675
128000 -2.81664 -1.44981
128100 -0.514311 0.388892
128200 2.04445 -0.817678
128300 0.0996032 -1.02469
128400 -1.25202 -0.921571
128500 0.205152 -0.953052
128600 1.81627 -0.299871
128700 0.874847 1.12854
128800 0.661978 -1.26187
128900 -0.0858786 -0.414252
129000 -1.27191 -1.45291
129100 -1.10011 1.8349
129200 -2.24847 -1.11045
129300 0.308552 -1.51687
129400 2.10329 2.1012
129500 0.203623 0.798122
129600 -0.548908 0.443687
129700 0.244818 -0.880193
129800 2.07689 1.24494
129900 0.977983 0.56087
130000 -0.168218 -0.838022
130100 1.33189 -0.199384
130200 -1.05154 -0.62662
130300 -0.616926 -1.1749
130400 1.08738 -0.168688
130500 1.57558 -0.483082
130600 -0.242356 0.511773
130700 1.34432 2.92249
130800 -0.265913 0.912815
130900 0.309508 -1.8903
131000 -0.961381 0.124244
131100 0.0983989 -0.0328423
131200 -0.838646 -0.63932
131300 -1.4966 -1.63595
131400 0.369469 -0.470789
131500 0.177524 0.889119
131600 1.31147 -1.03262
131700 0.295093 -0.534603
131800 -0.0634934 -0.557147
131900 0.506623 0.75674
132000 -0.0823374 -0.0269318
132100 1.05685 -1.56783
132200 -1.88196 -1.80211
132300 -0.672505 -0.502631
132400 -0.337362 1.09362
132500 -0.522819 -0.372226
132600 -0.0451556 0.81085
132700 0.755484 0.615797
132800 1.49953 -0.560287
132900 0.876833 0.640315
133000 -1.05722 0.291253
133100 0.155223 -0.047433
133200 1.25386 -0.722052
133300 1.14582 -0.0877023
133400 -0.962427 -0.226501
133500 -0.740025 -0.503215
133600 0.6034 -0.388813
133700 1.94704 0.571793
133800 1.23543 1.52525
133900 0.600812 0.184797
134000 1.06639 -0.322183
134100 -1.88712 0.503264
134200 -1.68411 -0.152681
134300 -0.0852974 -0.865138
134400 0.638704 -1.20433
134500 0.363378 1.11703
134600 -0.822874 0.409097
134700 -0.357336 -1.84351
134800 0.890826 0.0549508
134900 0.849819 0.379265
135000 0.511445 -0.847652
135100 0.279198 0.26938
135200 0.00671313 -1.32567
135300 -0.782616 -0.495309
135400 -1.89258 -1.55116
135500 0.273585 -1.13627
135600 -0.81103 1.10703
135700 0.0833557 1.94055
135800 1.04285 0.0243826
135900 1.07374 -0.74208
136000 0.377773 -0.807914
136100 0.371918 0.296822
136200 -1.37575 1.11723
136300 0.242801 -0.498361
136400 0.382067 -0.735778
136500 1.02911 0.0189668
136600 -0.762077 -1.5738
136700 -0.124112 0.367142
136800 1.37897 1.36804
136900 0.716188 0.668966
137000 1.36995 0.11145
137100 -0.0899333 -0.197576
137200 0.0854878 1.23907
137300 0.675721 -0.397995
137400 -1.13396 -0.452552
137500 -1.46366 -1.52899
137600 0.609005 1.14056
137700 -1.2754 -0.186303
137800 1.53891 0.334509
137900 0.908273 0.150968
138000 0.252232 -0.866988
138100 1.10248 0.925824
138200 1.62609 -0.307559
138300 -1.53277 -1.10331
138400 -1.24375 -2.80432
138500 0.0388328 0.696517
138600 -1.10863 0.364888
138700 -1.762 -1.17996
138800 0.269533 -0.318541
138900 2.64497 0.637326
139000 -1.07674 0.63256
139100 0.131488 1.03302
139200 -0.168548 -1.11587
139300 0.0248067 -0.650927
139400 0.605382 0.771756
139500 -0.756471 -0.144965
139600 -1.17595 -0.860771
139700 -1.62201 -1.51048
139800 0.977549 -0.602576
139900 1.5106 0.873584
140000 1.73445 0.332334
140100 -0.0717556 1.2562
140200 1.28105 -0.528027
140300 0.226346 0.240825
140400 1.37466 -1.87635
140500 -0.762304 0.653069
140600 -0.574374 0.129288
140700 -0.179232 -1.32381
140800 -0.0270755 0.578351
140900 0.532006 -0.773132
141000 -0.870564 0.525145
141100 1.69391 1.67617
141200 0.290394 1.6852
141300 0.798265 0.550955
141400 2.24242 -0.442277
141500 -0.769285 -1.45649
141600 -1.78166 -0.188184
141700 -0.353974 -0.651321
141800 -0.221309 -0.966062
141900 0.184029 -0.901736
142000 0.588339 0.417692
142100 -0.0929514 0.783619
142200 0.209977 -0.437898
142300 1.54184 0.428926
142400 2.05538 -0.703024
142500 -0.244947 -1.31764
142600 -1.89225 0.246899
142700 -2.31858 0.763773
142800 -0.359315 -1.67316
142900 -1.52485 -1.90873
143000 -0.21339 -1.09753
143100 0.999681 1.65677
143200 1.24623 1.78991
143300 1.77249 -0.0808253
143400 -0.164985 0.038589
143500 1.01442 -1.2134
143600 0.0414111 -0.89123
143700 0.0303395 0.268516
143800 -1.72575 -1.52461
143900 0.846535 0.0115922
144000 1.86197 -0.0142699
144100 -0.4255 1.46881
144200 -0.938558 0.188786
144300 0.631513 0.384989
144400 1.56594 0.138111
144500 1.7038 1.59363
144600 -0.843302 1.6094
144700 -0.407883 -0.305633
144800 0.153456 -2.15173
144900 -0.464806 -0.856561
145000 -0.965701 -1.00475
145100 -0.320799 -0.0608266
145200 1.76158 0.32233
145300 0.61173 -1.11308
145400 0.511537 -0.888987
145500 1.64578 0.869144
145600 0.241949 1.24639
145700 -0.790461 -0.321639
145800 -1.7008 -1.55167
145900 -1.04545 -0.623436
146000 -0.463212 -0.800299
146100 -0.415202 1.26957
146200 -0.749944 -0.743166
146300 -0.991768 -0.949693
146400 2.49375 0.630914
146500 1.39957 0.850043
146600 -0.00968618 0.629812
146700 -0.382601 0.188448
146800 1.31426 -1.72506
146900 0.423969 -2.08752
147000 0.0886401 -0.934681
147100 -0.459237 -0.156357
147200 -0.590008 0.296265
147300 0.122912 1.58211
147400 1.41383 0.217685
147500 0.320838 0.114492
147600 0.244555 -0.23905
147700 -0.250934 1.96558
147800 1.5692 0.902679
147900 0.261062 0.0149387
148000 -0.988909 -1.77618
148100 -1.66371 -0.27942
148200 -0.937903 -1.00464
148300 0.529827 -0.0275066
148400 3.09224 -1.57497
148500 2.21893 0.451766
148600 0.504207 1.52614
148700 -0.780972 -0.789362
148800 -0.313322 0.219305
148900 -1.52143 0.579937
149000 0.377256 -0.583403
149100 -0.337056 -0.609975
149200 -1.28084 -1.60138
149300 -0.59859 -0.950244
149400 -1.0122 0.381673
149500 -0.444931 -0.0476155
149600 1.09697 1.47409
149700 1.94104 1.12503
149800 0.692002 -0.488979
149900 0.965044 -1.19237
150000 -0.600326 -1.56874
150100 -0.802533 -1.25286
150200 -0.710705 -0.835752
150300 0.819251 1.11562
150400 -0.215342 0.957909
150500 -0.214139 -0.207468
150600 -0.390556 0.617888
150700 0.98669 -0.132633
150800 1.29489 0.00536199
150900 2.75088 1.45704
151000 -0.845463 1.52551
151100 -0.911519 0.0234188
151200 -0.932981 -1.36847
151300 -0.730534 -1.0776
151400 0.616877 -0.40772
151500 0.238481 -1.15318
151600 0.283204 0.544345
151700 0.855268 0.311427
151800 1.58218 0.166906
151900 1.65799 1.0193
152000 -0.153406 -0.393666
152100 -0.393576 1.24129
152200 -0.504851 -0.888593
152300 -2.41948 -1.70232
152400 -0.165825 -1.30766
152500 -0.395941 -1.30567
152600 -0.688016 1.11879
152700 0.682302 0.200075
152800 0.0366278 -0.960432
152900 0.833679 0.811928
153000 1.14607 1.02768
153100 -0.0923344 2.06751
153200 0.00954846 -2.37086
153300 0.615213 -1.5775
153400 -1.25147 -1.46567
153500 -1.54106 -0.920106
153600 -0.659074 -0.222641
153700 0.965455 0.595926
153800 0.619763 1.797
153900 1.45171 0.132709
154000 2.72926 -0.206757
154100 -0.000692573 0.537575
154200 -0.772638 0.883187
154300 -0.422071 0.360617
154400 -0.826671 0.469731
154500 -0.0247232 -1.37438
154600 -0.306096 -1.26524
154700 -0.317661 -0.36104
154800 1.13295 -0.953045
154900 0.675045 0.00436242
155000 0.26768 1.25117
155100 2.04164 2.30982
155200 1.40191 0.483949
155300 -0.431393 -0.917862
155400 -0.809732 -1.24332
155500 -1.64253 -2.0708
155600 -0.955088 -0.536775
155700 -0.363855 -0.594911
155800 -0.115635 0.885396
155900 -0.476706 0.749253
156000 0.512913 -0.65191
156100 0.496767 -0.247812
156200 0.542542 1.61234
156300 1.96404 -0.922818
156400 0.0814165 -0.452698
156500 -1.56206 0.579822
156600 -0.881622 -1.28016
156700 -0.535894 -2.53706
156800 -1.17719 -0.805025
156900 1.12678 -0.412987
157000 0.869173 1.13183
157100 2.42053 0.995431
157200 0.967072 1.59751
157300 -0.517488 -0.903985
157400 0.155014 0.688514
157500 1.82808 0.0124455
157600 -1.21242 0.409737
157700 -2.25812 -0.275063
157800 0.0316288 0.359506
157900 0.0613696 -1.60449
158000 0.241691 -1.45023
158100 1.0268 1.24616
158200 2.24642 0.574972
158300 1.24324 0.515747
158400 0.130194 0.881717
158500 0.410144 0.594288
158600 -0.79621 -2.53664
158700 -0.706484 -1.16125
158800 0.0415731 -1.26777
158900 -1.24724 -0.207789
159000 0.433661 1.61806
159100 0.0449689 -0.131968
159200 -0.975617 -0.212579
159300 -0.230928 -0.57856
159400 1.58423 -0.490099
159500 1.02785 0.243509
159600 1.03281 0.606483
159700 -0.437359 -1.15915
159800 -2.36606 -0.56352
159900 -1.45661 -0.441566
160000 0.247261 -0.616905
160100 2.56449 0.0705548
160200 1.45468 -1.42148
160300 0.318987 -1.03651
160400 0.765477 2.13671
160500 -0.693872 1.70561
160600 -0.485198 0.0272285
160700 0.0776851 0.111042
160800 -0.518038 -0.433871
160900 -0.421014 -0.464752
161000 0.237257 -0.817309
161100 1.07767 -0.6547
161200 -0.178506 0.507852
161300 1.97002 -0.222802
161400 0.740307 1.37955
161500 -1.09739 -0.767988
161600 0.527889 -0.92501
161700 0.839178 0.622591
161800 1.12512 -1.18037
161900 0.0454628 0.0321699
162000 -1.55168 0.283765
162100 -0.0663267 -1.03427
162200 -1.05907 -0.483698
162300 0.00497928 0.163338
162400 0.259813 0.732031
162500 2.09645 0.615944
162600 -0.121943 -0.25616
162700 -0.561098 0.0792341
162800 1.11794 -0.526709
162900 -1.47573 -0.630548
163000 -1.5469 -0.490644
163100 0.404748 -1.30042
163200 0.233028 -1.37918
163300 1.46711 -0.0150341
163400 1.37218 0.481774
163500 0.3631 -0.842755
163600 -0.268911 1.53019
163700 0.345033 -0.656517
163800 0.374235 -0.446146
163900 -1.43955 0.826979
164000 0.324512 -0.186655
164100 -0.300149 -0.892077
164200 -0.883269 0.866305
164300 0.0831962 -0.682149
164400 1.02268 -0.49382
164500 0.466188 1.47895
164600 2.13815 1.55725
164700 1.73131 -0.925302
164800 0.555789 -0.989407
164900 0.168594 -0.211506
165000 -0.218772 -1.66267
165100 -2.45949 -0.39364
165200 1.10207 0.0819573
165300 0.886579 -0.572513
165400 -0.125074 0.876409
165500 -1.14706 0.296679
165600 0.252782 -0.430654
165700 1.017 0.165202
165800 0.68735 1.29921
165900 0.802512 -0.302715
166000 -1.33746 -1.00284
166100 -1.3311 -0.732726
166200 -0.567226 -2.11359
166300 0.190577 -1.29281
166400 0.158303 -1.76121
166500 2.12172 0.62942
166600 1.01595 0.741656
166700 0.292219 1.35234
166800 0.454809 -0.825711
166900 -0.160269 0.348681
167000 0.990747 1.0336
167100 0.228219 -0.380358
167200 -2.07968 -0.481253
167300 -1.33436 -0.147594
167400 0.253055 -0.854347
167500 2.11241 -0.267495
167600 -0.0987147 0.0157078
167700 0.126125 1.23161
167800 1.90509 0.189729
167900 1.95168 -0.360089
168000 1.47725 -0.516827
168100 -0.509136 -0.701811
168200 -1.33553 -0.859635
168300 -0.00650339 -1.37047
168400 -1.52636 -0.264814
168500 0.477707 -0.175247
168600 0.911247 0.581605
168700 0.904071 1.19062
168800 -0.0957342 0.437305
168900 0.257059 -0.113759
169000 0.538074 0.517297
169100 -0.610239 -0.970166
169200 0.300719 -0.677076
169300 -0.310984 -0.556319
169400 0.191194 -0.663647
169500 -1.33481 -1.82741
169600 0.666554 -1.19155
169700 1.92541 -0.489029
169800 0.259718 -0.0923988
169900 0.61429 1.03134
170000 0.0668258 0.31157
170100 0.0396845 0.0993307
170200 -0.381469 0.0131035
170300 -0.585679 0.0400022
170400 0.000786528 -0.559296
170500 -0.144995 -1.09175
170600 -0.73279 -1.0332
170700 0.396863 -0.463871
170800 1.24311 -0.203141
170900 1.32708 1.76719
171000 0.778399 1.06145
171100 1.6734 1.59359
171200 -0.124153 -1.6787
171300 -0.553536 -1.71174
171400 0.605071 -0.350934
171500 1.05026 -0.0235058
171600 -1.32015 -1.85635
171700 -0.636499 -0.0468628
171800 -0.103304 0.303808
171900 0.139319 0.369383
172000 0.794064 1.39217
172100 0.550871 0.960746
172200 1.49631 -0.0729905
172300 0.717107 -0.924846
172400 0.328741 -1.09664
172500 -1.08888 -0.49675
172600 -1.46613 -1.92937
172700 0.376379 -0.47782
172800 -0.320463 -0.280052
172900 1.0749 -0.526592
173000 2.14321 0.00233538
173100 -0.110296 -0.0870554
173200 -0.505573 0.608987
173300 -0.0805094 0.015094
173400 1.23548 0.230764
173500 -1.45204 -0.135664
173600 -0.177705 -0.513598
173700 0.127904 -1.32177
173800 0.437304 -0.959568
173900 -0.688768 -1.37654
174000 0.0545504 -0.014401
174100 0.304797 0.883296
174200 0.782871 1.92057
174300 1.18093 0.582975
174400 2.20441 -0.0762556
174500 1.17447 -1.36358
174600 -0.663148 -0.350069
174700 0.554809 -0.718001
174800 -0.55017 -0.227129
174900 0.0824525 -2.04352
175000 -0.145725 0.260046
175100 -0.611677 0.876266
175200 0.170592 1.08575
175300 1.04218 0.998521
175400 1.50485 -0.306037
175500 1.74626 0.319234
175600 -0.623328 -1.99923
175700 -2.58273 -0.1205
175800 0.399447 -1.0882
175900 -0.0632362 -1.74585
176000 0.121894 -1.06231
176100 -0.567037 0.553572
176200 1.08258 -1.22071
176300 0.915981 -0.160656
176400 1.23205 -0.14228
176500 0.568617 0.554752
176600 0.595592 0.467777
176700 -0.137531 -0.665914
176800 -0.671478 -0.784148
176900 -2.68678 -0.750841
177000 1.01766 0.749261
177100 0.77301 -0.597698
177200 -0.224019 -0.941508
177300 1.18509 1.11757
177400 1.39845 0.116239
177500 0.949109 1.20057
177600 2.27356 0.446746
177700 1.36639 -1.47268
177800 -1.40511 -2.07724
177900 -0.522439 0.261042
178000 -0.846978 -0.999724
178100 0.772786 -0.41663
178200 0.723393 -0.309004
178300 -0.320888 0.31884
178400 0.748634 1.33219
178500 0.487979 -0.0833275
178600 1.22615 -0.517565
178700 0.755629 1.73847
178800 -0.276337 0.367699
178900 -1.05579 -1.87901
179000 -0.74778 -2.21341
179100 -1.97135 -2.65977
179200 1.40487 -0.758521
179300 2.37053 0.603643
179400 -0.703418 0.511035
179500 0.584606 -0.365115
179600 1.53646 -0.380037
179700 0.252842 -0.348904
179800 -0.342593 -0.136604
179900 -0.314043 0.0534006
180000 -0.272169 0.518988
180100 -0.761121 -1.46538
180200 -0.173786 -0.993276
180300 -0.0716928 -0.166276
180400 2.039 0.414046
180500 0.885091 -0.0101623
180600 1.01815 1.23673
180700 1.5101 -0.456143
180800 -0.0685577 -0.438958
180900 -0.241459 0.0501089
181000 0.64008 -1.18963
181100 -0.849134 -0.591727
181200 0.765953 0.0744476
181300 1.11614 -0.0170667
181400 -0.123494 -1.62447
181500 0.364791 0.896891
181600 0.692494 0.826155
181700 0.90815 0.671601
181800 -0.243256 -0.885795
181900 -0.554178 0.157915
182000 -0.627413 -0.82946
182100 -0.919892 -1.01434
182200 1.64073 -2.07667
182300 0.726092 -0.217795
182400 0.457447 -0.957285
182500 0.0488144 1.00084
182600 -0.462214 1.04224
182700 0.178951 -1.18846
182800 1.67489 -0.398255
182900 1.12907 -1.14368
183000 0.448011 -0.268943
183100 -1.38049 -0.684182
183200 -1.37182 0.0104195
183300 -1.22761 -0.520284
183400 1.79213 -1.22749
183500 1.10916 1.48823
183600 0.146536 0.637526
183700 1.49222 -0.2352
183800 0.632509 0.341385
183900 1.03361 -1.15787
184000 0.583625 -1.04455
184100 -0.258205 0.54929
184200 -0.157053 -0.731132
184300 -0.679287 -1.64603
184400 1.08423 -0.0656862
184500 1.40231 -0.00965384
184600 0.885416 0.00247551
184700 -0.99042 -0.706992
184800 -0.0372225 1.9172
184900 0.430811 0.100144
185000 0.966749 0.0296609
185100 0.109357 -0.147037
185200 -1.40364 -0.540364
185300 -0.527811 -2.38014
185400 0.307678 -1.11327
185500 0.393383 -1.64993
185600 1.20836 -0.278499
185700 0.54395 0.357064
185800 1.45554 1.50626
185900 1.93805 -0.03261
186000 -1.15837 -1.75214
186100 1.18884 -0.318797
186200 -0.198273 -0.524167
186300 -2.53096 -1.07805
186400 -0.499091 0.231475
186500 1.5894 0.506338
186600 -0.592622 0.326169
186700 0.403231 -0.909392
186800 0.764282 0.831622
186900 1.26098 -0.371644
187000 1.28198 0.0829491
187100 0.830658 0.96259
187200 1.49473 -1.8163
187300 0.226358 -1.43146
187400 -0.632067 -1.28767
187500 -0.812642 -1.40997
187600 1.2 -0.165641
187700 0.535115 1.07346
187800 -0.227945 0.948497
187900 0.971987 1.30519
188000 0.410293 -0.454065
188100 0.460154 0.130225
188200 -0.747596 -0.300127
188300 -0.546407 -0.336511
188400 0.653729 -0.894123
188500 -1.09461 -0.933248
188600 -0.108679 -2.84881
188700 0.126175 -2.72052
188800 1.24522 0.248943
188900 1.19141 0.800562
189000 1.04045 0.646151
189100 2.35385 0.18308
189200 -1.89988 0.145584
189300 -0.35719 -1.3131
189400 0.102356 0.0481601
189500 -0.211315 0.424476
189600 -1.63965 -1.52625
189700 -0.743277 0.281171
189800 1.45016 0.885386
189900 0.851398 0.116166
190000 0.644652 -0.135746
190100 2.19577 0.490412
190200 2.30101 -0.737085
190300 0.624233 -0.766552
190400 0.412344 -0.159197
190500 -0.160329 -1.92759
190600 0.795612 -0.892637
190700 -0.622162 0.366629
190800 -0.626175 -0.903002
190900 0.520076 -0.236993
191000 -0.163494 2.19078
191100 0.418944 1.72922
191200 -0.174522 -0.164686
191300 0.594664 -0.327389
191400 -0.536565 -1.48805
191500 -0.974911 -0.0912141
191600 -0.141198 -2.4637
191700 1.07067 -2.40647
191800 0.476047 -1.08364
191900 -0.220849 0.0924053
192000 1.25981 -0.171069
192100 0.907002 -0.688427
192200 0.605139 -0.365183
192300 0.530218 0.596387
192400 -0.135605 0.125541
192500 -0.733451 1.76349
192600 -0.529462 -0.650355
192700 -0.724866 -0.759702
192800 -0.450712 -1.78127
192900 0.654363 0.913845
193000 2.09186 1.32514
193100 1.02961 1.15964
193200 2.70842 -1.11929
193300 0.338623 -1.03565
193400 0.950052 -0.692423
193500 0.915456 0.294552
193600 0.028083 -1.55528
193700 0.17366 -1.22706
193800 -0.970367 -0.243973
193900 -1.41236 -0.0595667
194000 -0.98055 -0.162629
194100 0.43568 1.4296
194200 2.94276 0.723445
194300 1.43163 0.290727
194400 -1.30932 0.77608
194500 -1.82077 -1.27837
194600 0.173688 -1.65255
194700 -1.00152 -2.38827
194800 0.344082 -1.85368
194900 1.05401 -0.963141
195000 1.43718 -0.780058
195100 1.97962 0.122587
195200 1.35075 -0.0702605
195300 0.822337 0.216162
195400 -0.88543 0.708073
195500 -0.747353 1.67414
195600 -0.0990431 -0.860334
195700 -0.507279 -0.206819
195800 -1.23284 -0.35891
195900 -0.489449 0.0405359
196000 -0.171192 -1.26477
196100 2.34354 -0.622687
196200 1.49009 1.51964
196300 2.61308 0.166924
196400 1.69524 -1.18564
196500 1.6375 -0.41453
196600 -0.419306 -1.15707
196700 -0.33187 -2.18085
