# Time-averaged data for fix myat2
# TimeStep v_myvol v_mylx v_myly v_mylz
173000 26906.9 32.0733 30.7088 27.3182
174000 26940.8 32.1687 30.6259 27.3459
175000 26929.7 32.2973 30.6334 27.2193
176000 26954 32.2257 30.5763 27.3553
177000 26888.2 32.3054 30.4824 27.3053
178000 26853.2 32.2941 30.4642 27.2952
179000 26902.5 32.2497 30.4916 27.3581
180000 26844.5 32.2596 30.5166 27.2686
181000 26910 32.1949 30.4809 27.4224
182000 26837.1 32.234 30.5086 27.2904
183000 26801.7 32.2527 30.5061 27.2402
184000 26799.2 32.2295 30.4818 27.279
185000 26824.2 32.2818 30.6596 27.1019
186000 26774.1 32.0779 30.4978 27.368
187000 26726.6 32.1821 30.4331 27.2888
188000 26688.8 32.1628 30.5001 27.2068
189000 26748.2 32.1976 30.465 27.2687
190000 26623.4 32.1174 30.4718 27.2032
191000 26632.9 32.139 30.4675 27.1985
192000 26550 32.0937 30.4233 27.1918
193000 26582.4 32.1142 30.3977 27.2307
194000 26582 32.0917 30.3776 27.2673
195000 26612.4 31.972 30.4539 27.3323
196000 26548.1 32.0642 30.3844 27.2501
197000 26543.8 32.1171 30.3806 27.2035
198000 26466.6 32.1073 30.3828 27.1308
199000 26544.3 31.995 30.5141 27.1887
200000 26467.1 32.1023 30.392 27.1278
201000 26448.2 32.11 30.4811 27.0232
202000 26378.6 31.9588 30.4455 27.1108
203000 26413.8 32.0032 30.3975 27.152
204000 26413.4 32.1004 30.3904 27.0758
205000 26391.8 32.1305 30.3585 27.0567
206000 26418.9 31.9878 30.4044 27.1652
207000 26399.7 32.0621 30.4176 27.07
208000 26312.5 32.0904 30.3522 27.0145
209000 26315.3 32.0605 30.4004 26.9997
210000 26261.2 32.0074 30.3317 27.0501
211000 26293.5 32.0281 30.2937 27.0997
212000 26284.8 32.0163 30.3878 27.0168
213000 26277.8 31.9833 30.4322 26.9981
214000 26223.6 31.9922 30.3625 26.9969
215000 26264.9 31.8803 30.4726 27.0364
216000 26280.9 31.9751 30.4426 26.9994
217000 26262.5 32.0279 30.3808 26.9906
218000 26235.5 31.9586 30.4396 26.9689
219000 26232 31.9685 30.4535 26.9447
220000 26226.9 32.0274 30.3489 26.9828
221000 26240.1 32.033 30.3437 26.9962
222000 26201.1 32.0478 30.3725 26.918
223000 26169.4 31.9949 30.3339 26.9639
224000 26138.3 32.0162 30.3335 26.9145
225000 26152 32.0461 30.2869 26.9449
226000 26132.4 32.0587 30.2235 26.9704
227000 26076.2 31.9832 30.2725 26.9322
228000 26100.7 31.9985 30.2897 26.9296
229000 26103.5 31.9793 30.2498 26.9842
230000 26077.5 32.0391 30.2599 26.8983
231000 26092.8 32.0108 30.3157 26.888
232000 26037.5 31.9768 30.2346 26.9317
233000 26066.1 31.8957 30.3236 26.9507
234000 26043.1 31.9707 30.2916 26.892
235000 26032.7 31.9774 30.2365 26.9244
236000 26012 31.9143 30.3045 26.8957
237000 25995 31.8804 30.2863 26.9229
238000 25978.7 31.9712 30.1609 26.9412
239000 25967.3 31.9478 30.2908 26.8334
240000 25943.7 31.8682 30.2635 26.9001
241000 25924.8 31.9185 30.2666 26.8356
242000 25922.4 31.9489 30.2414 26.8298
243000 25951.3 31.9103 30.25 26.8844
244000 25915.9 31.8673 30.2554 26.8792
245000 25897 31.879 30.2278 26.8744
246000 25875.1 31.8965 30.2105 26.8522
247000 25858.4 31.8918 30.1906 26.8565
248000 25819.5 31.8891 30.2461 26.7694
249000 25823.6 31.792 30.2436 26.8576
250000 25831.2 31.8209 30.2498 26.8359
251000 25801.4 31.8425 30.2344 26.8001
252000 25794 31.7902 30.2616 26.8123
253000 25763.7 31.7465 30.2961 26.7871
254000 25771.9 31.7885 30.2425 26.8075
255000 25731.1 31.7673 30.2311 26.7931
256000 25757.8 31.7394 30.2789 26.802
257000 25697.1 31.7667 30.2298 26.7592
258000 25715.5 31.7584 30.2187 26.7954
259000 25671.2 31.759 30.2083 26.758
260000 25664.1 31.7393 30.2067 26.7686
261000 25650.5 31.7656 30.1861 26.7504
262000 25677.4 31.738 30.2409 26.7533
263000 25639.9 31.7638 30.1984 26.7302
264000 25632.7 31.6916 30.1939 26.7875
265000 25649.2 31.7067 30.2443 26.7475
266000 25627.1 31.7545 30.1999 26.7232
267000 25601 31.7031 30.1682 26.7676
268000 25606.2 31.7062 30.1877 26.7529
269000 25600.9 31.7104 30.2184 26.7167
270000 25579.8 31.703 30.2 26.7171
271000 25551.3 31.7131 30.1615 26.7128
272000 25540.6 31.6927 30.1911 26.6926
273000 25506.1 31.6674 30.1785 26.6889
274000 25526.5 31.6452 30.1892 26.7196
275000 25520.8 31.6949 30.1536 26.7035
276000 25510.5 31.6892 30.1749 26.6785
277000 25496.7 31.6669 30.1555 26.7001
278000 25490.6 31.6496 30.1713 26.6943
279000 25460.9 31.654 30.1393 26.6878
280000 25458.5 31.6885 30.1039 26.6877
281000 25434.9 31.625 30.1114 26.71
282000 25428.8 31.602 30.1222 26.7131
283000 25430.6 31.6461 30.0927 26.704
284000 25403.4 31.638 30.089 26.6855
285000 25410.7 31.6458 30.1 26.6769
286000 25398.2 31.6146 30.1143 26.6774
287000 25404 31.6004 30.1127 26.697
288000 25363.1 31.6279 30.093 26.6483
289000 25368.6 31.63 30.0881 26.6565
290000 25337.9 31.5905 30.0743 26.6699
291000 25349.1 31.5798 30.0888 26.6778
292000 25318.6 31.6042 30.077 26.6356
293000 25324.3 31.6116 30.0784 26.6341
294000 25313.9 31.6165 30.0603 26.635
295000 25308.4 31.5805 30.0768 26.6449
296000 25289.1 31.5594 30.0773 26.6421
297000 25273.6 31.5808 30.0748 26.6098
298000 25256.8 31.584 30.066 26.5971
299000 25247.8 31.5782 30.0582 26.5995
300000 25239 31.5457 30.0641 26.6124
301000 25235.4 31.5556 30.0584 26.6053
302000 25227.8 31.556 30.0552 26.5998
303000 25228.4 31.5609 30.0546 26.5968
304000 25238.5 31.5629 30.0592 26.6017
305000 25231.9 31.5588 30.0635 26.5944
306000 25234.4 31.5624 30.0607 26.5965
307000 25240.9 31.5672 30.0598 26.6001
308000 25236.4 31.5663 30.0505 26.6044
309000 25235.8 31.5612 30.0576 26.6017
310000 25242.6 31.5702 30.0644 26.5953
311000 25232.9 31.565 30.0522 26.6003
312000 25242.5 31.5748 30.0579 26.597
313000 25235.8 31.5656 30.0544 26.6008
314000 25230.1 31.5636 30.0552 26.5958
315000 25227.4 31.5515 30.0594 26.5996
316000 25228.8 31.5626 30.0535 26.5969
317000 25236.8 31.566 30.0633 26.5936
318000 25234.6 31.5654 30.051 26.6028
319000 25236.4 31.5601 30.0625 26.599
320000 25230.7 31.5657 30.0578 26.5924
321000 25227.2 31.5581 30.0539 26.5985
322000 25232.1 31.5617 30.0582 26.5969
323000 25244.3 31.567 30.0593 26.6042
324000 25231.9 31.5622 30.059 26.5955
325000 25239 31.5702 30.0601 26.5952
326000 25235 31.5628 30.0522 26.6043
327000 25238.9 31.5722 30.0627 26.5912
328000 25237.8 31.5632 30.0565 26.6032
329000 25241.8 31.5726 30.0544 26.6013
330000 25238.6 31.566 30.0621 26.5966
331000 25222.9 31.5565 30.0561 26.5933
332000 25233.8 31.5618 30.0612 26.5959
333000 25236.2 31.5608 30.0617 26.5989
334000 25233.4 31.5626 30.0563 26.5991
335000 25236.9 31.5677 30.0606 26.5947
336000 25239.8 31.5688 30.0586 26.5986
337000 25233.1 31.5595 30.0587 26.5994
338000 25235.3 31.5709 30.0557 26.5948
339000 25233.2 31.5598 30.0565 26.601
340000 25231.9 31.5624 30.054 26.5998
341000 25232.2 31.5594 30.0633 26.5944
342000 25225.8 31.5602 30.0477 26.6008
343000 25234.7 31.5536 30.0627 26.6024
344000 25235.1 31.5635 30.0595 26.5974
345000 25237 31.5602 30.0632 26.5989
346000 25234.5 31.5689 30.0558 26.5955
347000 25236.8 31.5582 30.0602 26.603
348000 25237.6 31.5698 30.0566 26.5974
349000 25239.2 31.5679 30.0606 26.597
350000 25230.9 31.5675 30.0526 26.5957
